"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"one of the most [[exciting]] [[action]] [[films]] to [[come]] out of china in recent years .","one of the most [[thrilling]] [[actions]] [[movies]] to [[coming]] out of china in recent years .",0.001069486141204834,0.0008409023284912109,1,1,1,38,"Failed"
"this is a nervy , [[risky]] [[film]] , and villeneuve [[has]] inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , [[unsafe]] [[filmmaking]] , and villeneuve [[ha]] inspired croze to give herself over completely to the tormented persona of bibi .",0.0010319948196411133,0.5111780166625977,1,0,1,97,"Successful"
"my [[little]] eye is the best [[little]] "" horror "" [[movie]] i've seen in years .","my [[small]] eye is the best [[small]] "" horror "" [[film]] i've seen in years .",0.0009360909461975098,0.0010371208190917969,1,1,1,31,"Failed"
"tunney , brimming with coltish , neurotic energy , [[holds]] the screen like a [[true]] star .","tunney , brimming with coltish , neurotic energy , [[held]] the screen like a [[genuine]] star .",0.0011753439903259277,0.0023199915885925293,1,1,1,17,"Failed"
"even if the naipaul [[original]] remains the [[real]] masterpiece , the [[movie]] possesses its [[own]] languorous [[charm]] .","even if the naipaul [[initials]] remains the [[actual]] masterpiece , the [[film]] possesses its [[owned]] languorous [[glamour]] .",0.003113687038421631,0.03772890567779541,1,1,1,69,"Failed"
"[the [[film]]] tackles the [[topic]] of [[relationships]] in such a straightforward , [[emotionally]] honest [[manner]] that by the [[end]] , it's impossible to ascertain whether the [[film]] is , at its [[core]] , [[deeply]] pessimistic or [[quietly]] hopeful .","[the [[filmmaking]]] tackles the [[subjects]] of [[relations]] in such a straightforward , [[romantically]] honest [[way]] that by the [[ends]] , it's impossible to ascertain whether the [[filmmaking]] is , at its [[nucleus]] , [[profoundly]] pessimistic or [[discretely]] hopeful .",0.006496727466583252,0.03678584098815918,1,1,1,337,"Failed"
"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .","sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too .",0.8861976265907288,0.8861976265907288,0,0,1,1,"Skipped"
"the strength of the [[film]] [[lies]] in its two central performances by sven wollter as the [[stricken]] composer and viveka seldahl as his [[desperate]] violinist wife .","the strength of the [[movie]] [[lurks]] in its two central performances by sven wollter as the [[affected]] composer and viveka seldahl as his [[despairing]] violinist wife .",0.002352297306060791,0.003414154052734375,1,1,1,73,"Failed"
"like the [[series]] , the [[movie]] is funny , [[smart]] , visually [[inventive]] , and most of all , alive .","like the [[serial]] , the [[movies]] is funny , [[astute]] , visually [[creative]] , and most of all , alive .",0.0006294846534729004,0.0006604790687561035,1,1,1,69,"Failed"
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .","it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0.9967754483222961,0.9967754483222961,0,0,1,1,"Skipped"
"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .","you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .",0.9978262782096863,0.9978262782096863,0,0,1,1,"Skipped"
"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be [[damned]] .","sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be [[cursed]] .",0.2573162913322449,0.9740492105484009,1,0,1,24,"Successful"
"time out is as [[serious]] as a pink slip . and more than that , it's an [[observant]] , unfussily poetic meditation about identity and alienation .","time out is as [[severe]] as a pink slip . and more than that , it's an [[watchful]] , unfussily poetic meditation about identity and alienation .",0.0007349848747253418,0.0014343857765197754,1,1,1,16,"Failed"
"will [[assuredly]] [[rank]] as one of the cleverest , most deceptively amusing comedies of the year .","will [[surely]] [[ranked]] as one of the cleverest , most deceptively amusing comedies of the year .",0.0004680156707763672,0.0006478428840637207,1,1,1,20,"Failed"
"maryam is a [[small]] film , but it [[offers]] [[large]] rewards .","maryam is a [[little]] film , but it [[delivers]] [[massive]] rewards .",0.0012571215629577637,0.0037299394607543945,1,1,1,56,"Failed"
"a [[highly]] watchable , giggly [[little]] [[story]] with a sweet edge to it .","a [[eminently]] watchable , giggly [[small]] [[tale]] with a sweet edge to it .",0.0011605620384216309,0.001653909683227539,1,1,1,22,"Failed"
"the most [[consistently]] funny of the austin powers [[films]] .","the most [[steadily]] funny of the austin powers [[movies]] .",0.0013331174850463867,0.0011423826217651367,1,1,1,14,"Failed"
"ana's [[journey]] is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be [[proud]] of her rubenesque physique . . .","ana's [[traveling]] is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be [[prideful]] of her rubenesque physique . . .",0.005646824836730957,0.5124881267547607,1,0,1,39,"Successful"
"cockettes has the [[glorious]] , gaudy benefit of much [[stock]] footage of those days , featuring all manner of [[drag]] queen , bearded [[lady]] and lactating hippie .","cockettes has the [[resplendent]] , gaudy benefit of much [[stocks]] footage of those days , featuring all manner of [[dragging]] queen , bearded [[dame]] and lactating hippie .",0.0012772679328918457,0.004555702209472656,1,1,1,39,"Failed"
"there's something poignant about an [[artist]] of 90-plus years taking the effort to [[share]] his impressions of life and loss and time and art with us .","there's something poignant about an [[entertainers]] of 90-plus years taking the effort to [[exchanges]] his impressions of life and loss and time and art with us .",0.0006730556488037109,0.0006805658340454102,1,1,1,17,"Failed"
"the comedy makes [[social]] [[commentary]] more palatable .","the comedy makes [[societal]] [[comments]] more palatable .",0.0007944703102111816,0.0011495351791381836,1,1,1,11,"Failed"
"an ideal [[love]] [[story]] for those intolerant of the more common saccharine [[genre]] .","an ideal [[loves]] [[tale]] for those intolerant of the more common saccharine [[genus]] .",0.0010418891906738281,0.0007874965667724609,1,1,1,26,"Failed"
"one funny popcorn flick .","one funny popcorn flick .",0.0008302927017211914,0.0008302927017211914,1,1,1,1,"Failed"
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?",0.8779990077018738,0.8779990077018738,0,0,1,1,"Skipped"
"tully is worth a [[look]] for its true-to-life [[characters]] , its sensitive acting , its unadorned [[view]] of [[rural]] [[life]] and the subtle direction of first-timer [[hilary]] birmingham .","tully is worth a [[gaze]] for its true-to-life [[character]] , its sensitive acting , its unadorned [[opinion]] of [[agricultural]] [[vie]] and the subtle direction of first-timer [[hillary]] birmingham .",0.0010136961936950684,0.0011594891548156738,1,1,1,123,"Failed"
"this [[gorgeous]] epic is guaranteed to [[lift]] the spirits of the whole family .","this [[handsome]] epic is guaranteed to [[lifting]] the spirits of the whole family .",0.0007204413414001465,0.0009862184524536133,1,1,1,61,"Failed"
"the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[emphasized]] enough .","the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be [[highlight]] enough .",0.29042935371398926,0.9956880211830139,1,0,1,37,"Successful"
"williams creates a [[stunning]] , [[taxi]] driver-esque [[portrayal]] of a man teetering on the edge of sanity .","williams creates a [[dazzling]] , [[cab]] driver-esque [[depiction]] of a man teetering on the edge of sanity .",0.0007342696189880371,0.0007759332656860352,1,1,1,30,"Failed"
"if you're in the right b-movie frame of mind , it may just scare the pants off you .","if you're in the right b-movie frame of mind , it may just scare the pants off you .",0.9820529222488403,0.9820529222488403,0,0,1,1,"Skipped"
"a [[movie]] of riveting power and [[sadness]] .","a [[filmmaking]] of riveting power and [[sorrow]] .",0.000615239143371582,0.00047957897186279297,1,1,1,15,"Failed"
"both a detective [[story]] and a [[romance]] spiced with the intrigue of [[academic]] skullduggery and politics .","both a detective [[tales]] and a [[romanticism]] spiced with the intrigue of [[academics]] skullduggery and politics .",0.002566039562225342,0.001328587532043457,1,1,1,19,"Failed"
"quietly engaging .","quietly engaging .",0.0010750889778137207,0.0010750889778137207,1,1,1,1,"Failed"
"[[ludicrous]] , but director [[carl]] franklin [[adds]] enough flourishes and freak-outs to make it entertaining .","[[foolish]] , but director [[karl]] franklin [[adding]] enough flourishes and freak-outs to make it entertaining .",0.00306546688079834,0.010043442249298096,1,1,1,37,"Failed"
"director roger kumble [[offers]] just enough sweet and [[traditional]] romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .","director roger kumble [[affords]] just enough sweet and [[conventional]] romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .",0.001362144947052002,0.0017275810241699219,1,1,1,16,"Failed"
"spielberg's picture is [[smarter]] and subtler than [[[total]] recall and blade runner] , although its plot may [[prove]] too [[convoluted]] for fun-seeking summer audiences .","spielberg's picture is [[brainy]] and subtler than [[[totals]] recall and blade runner] , although its plot may [[proves]] too [[tortuous]] for fun-seeking summer audiences .",0.0028560757637023926,0.7080549597740173,1,0,1,266,"Successful"
"it's got all the familiar bruckheimer [[elements]] , and schumacher does [[probably]] as good a [[job]] as anyone at bringing off the hopkins/rock [[collision]] of acting [[styles]] and onscreen personas .","it's got all the familiar bruckheimer [[ingredient]] , and schumacher does [[presumably]] as good a [[jobs]] as anyone at bringing off the hopkins/rock [[collide]] of acting [[styling]] and onscreen personas .",0.012591838836669922,0.131233811378479,1,1,1,84,"Failed"
"a grittily [[beautiful]] [[film]] that looks , sounds , and feels more like an extended , open-ended poem than a [[traditionally]] structured story .","a grittily [[magnifique]] [[movies]] that looks , sounds , and feels more like an extended , open-ended poem than a [[usually]] structured story .",0.0006965398788452148,0.7109684348106384,1,0,1,110,"Successful"
"dense , exhilarating documentary .","dense , exhilarating documentary .",0.00060272216796875,0.00060272216796875,1,1,1,1,"Failed"
"the production values are of the highest and the performances attractive without being memorable .","the production values are of the highest and the performances attractive without being memorable .",0.9941662549972534,0.9941662549972534,0,0,1,1,"Skipped"
"a well-rounded [[tribute]] to a man whose [[achievements]] -- and [[complexities]] -- reached far beyond the [[end]] zone .","a well-rounded [[commendation]] to a man whose [[achievement]] -- and [[niceties]] -- reached far beyond the [[ends]] zone .",0.0004349350929260254,0.001033186912536621,1,1,1,58,"Failed"
"finely [[crafted]] , finely written , [[exquisitely]] performed","finely [[devised]] , finely written , [[deliciously]] performed",0.0006232857704162598,0.0007073879241943359,1,1,1,5,"Failed"
"ramsay and morton fill this [[character]] [[study]] with poetic force and buoyant feeling .","ramsay and morton fill this [[nature]] [[studying]] with poetic force and buoyant feeling .",0.0005629658699035645,0.0006731748580932617,1,1,1,12,"Failed"
"this submarine [[drama]] earns the right to be [[favorably]] compared to das boot .","this submarine [[theatrical]] earns the right to be [[favourably]] compared to das boot .",0.0039939284324646,0.01623356342315674,1,1,1,28,"Failed"
"claude chabrol's camera has a [[way]] of [[gently]] swaying back and forth as it cradles its [[characters]] , veiling tension [[beneath]] otherwise [[tender]] movements .","claude chabrol's camera has a [[manner]] of [[softly]] swaying back and forth as it cradles its [[character]] , veiling tension [[below]] otherwise [[bid]] movements .",0.0024997591972351074,0.021775126457214355,1,1,1,119,"Failed"
"there's a [[great]] deal of corny dialogue and [[preposterous]] moments . and yet , it still [[works]] .","there's a [[tremendous]] deal of corny dialogue and [[absurd]] moments . and yet , it still [[cooperates]] .",0.007519841194152832,0.005708456039428711,1,1,1,27,"Failed"
"the [[film]] was [[immensely]] [[enjoyable]] thanks to [[great]] performances by both steve buscemi and rosario dawson . . .","the [[movie]] was [[eminently]] [[pleasing]] thanks to [[tremendous]] performances by both steve buscemi and rosario dawson . . .",0.0028467178344726562,0.002909421920776367,1,1,1,64,"Failed"
"like [[many]] western action [[films]] , this thriller is too loud and thoroughly overbearing , but its [[heartfelt]] concern about north korea's recent [[past]] and [[south]] korea's [[future]] [[adds]] a much [[needed]] moral [[weight]] .","like [[several]] western action [[movies]] , this thriller is too loud and thoroughly overbearing , but its [[sincere]] concern about north korea's recent [[bygone]] and [[southward]] korea's [[upcoming]] [[added]] a much [[required]] moral [[weigh]] .",0.010925471782684326,0.03130924701690674,1,1,1,436,"Failed"
"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an [[intense]] experience when splashed across the [[immense]] imax screen .","special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an [[vehement]] experience when splashed across the [[gargantuan]] imax screen .",0.001196146011352539,0.8185652494430542,1,0,1,91,"Successful"
"a [[joyous]] occasion","a [[joyful]] occasion",0.0013492703437805176,0.0013088583946228027,1,1,1,2,"Failed"
"mike white's deft combination of [[serious]] [[subject]] matter and dark , funny [[humor]] make "" "" the good [[girl]] "" a [[film]] worth watching .","mike white's deft combination of [[severe]] [[subjected]] matter and dark , funny [[humour]] make "" "" the good [[girls]] "" a [[movie]] worth watching .",0.000777125358581543,0.0008252263069152832,1,1,1,79,"Failed"
"this is a [[shrewd]] and [[effective]] [[film]] from a director who understands how to [[create]] and sustain a mood .","this is a [[smart]] and [[efficient]] [[movie]] from a director who understands how to [[engender]] and sustain a mood .",0.0007962584495544434,0.001039743423461914,1,1,1,101,"Failed"
"meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .","meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .",0.9994150400161743,0.9994150400161743,0,0,1,1,"Skipped"
"assayas' ambitious , [[sometimes]] [[beautiful]] adaptation of jacques chardonne's novel .","assayas' ambitious , [[occasionally]] [[lovely]] adaptation of jacques chardonne's novel .",0.0016558170318603516,0.7288131713867188,1,0,1,82,"Successful"
"as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is [[perfectly]] creepy and [[believable]] .","as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is [[abundantly]] creepy and [[dependable]] .",0.0046048760414123535,0.005649745464324951,1,1,1,8,"Failed"
"those who don't entirely 'get' godard's distinctive discourse will still come away with a [[sense]] of his [[reserved]] but existential poignancy .","those who don't entirely 'get' godard's distinctive discourse will still come away with a [[sensing]] of his [[booked]] but existential poignancy .",0.010739445686340332,0.6132540702819824,1,0,1,40,"Successful"
"pete's screenplay [[manages]] to [[find]] that [[real]] natural , even-flowing tone that few [[movies]] are able to accomplish .","pete's screenplay [[administer]] to [[unearth]] that [[actual]] natural , even-flowing tone that few [[films]] are able to accomplish .",0.0033710598945617676,0.16298693418502808,1,1,1,52,"Failed"
"like brosnan's performance , evelyn [[comes]] from the heart .","like brosnan's performance , evelyn [[happens]] from the heart .",0.0011772513389587402,0.0010028481483459473,1,1,1,2,"Failed"
"it [[uses]] some of the [[figures]] from the real-life [[story]] to [[portray]] themselves in the film . the result is a [[powerful]] , naturally [[dramatic]] piece of low-budget filmmaking .","it [[use]] some of the [[numerals]] from the real-life [[stories]] to [[describe]] themselves in the film . the result is a [[mighty]] , naturally [[spectacular]] piece of low-budget filmmaking .",0.0007808208465576172,0.0010554194450378418,1,1,1,281,"Failed"
"its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly [[giddy]] viewing .","its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly [[lightheaded]] viewing .",0.013650596141815186,0.9994935989379883,1,0,1,10,"Successful"
"the early and middle passages are [[surprising]] in how much they engage and even touch us . this is not a classical dramatic [[animated]] [[feature]] , nor a hip , contemporary , in-jokey one . it's [[sort]] of in-between , and it [[works]] .","the early and middle passages are [[startling]] in how much they engage and even touch us . this is not a classical dramatic [[animate]] [[featured]] , nor a hip , contemporary , in-jokey one . it's [[sorted]] of in-between , and it [[collaborated]] .",0.0016780495643615723,0.5352038145065308,1,0,1,358,"Successful"
"this quiet , introspective and [[entertaining]] [[independent]] is worth [[seeking]] .","this quiet , introspective and [[amusing]] [[freelance]] is worth [[seek]] .",0.0014139413833618164,0.002083122730255127,1,1,1,24,"Failed"
"whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama isn't much of a mystery , unfortunately .","whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama isn't much of a mystery , unfortunately .",0.8988967537879944,0.8988967537879944,0,0,1,1,"Skipped"
"whether or not ram dass proves as [[clear]] and [[reliable]] an authority on that as he was about [[inner]] [[consciousness]] , [[fierce]] grace [[reassures]] us that he will once again be an honest and [[loving]] one .","whether or not ram dass proves as [[unequivocal]] and [[credible]] an authority on that as he was about [[inland]] [[awareness]] , [[intense]] grace [[reassure]] us that he will once again be an honest and [[affectionate]] one .",0.0030202269554138184,0.004303097724914551,1,1,1,207,"Failed"
"sly , sophisticated and [[surprising]] .","sly , sophisticated and [[stunning]] .",0.001259148120880127,0.0017597675323486328,1,1,1,3,"Failed"
"spare but quietly [[effective]] retelling .","spare but quietly [[efficient]] retelling .",0.001528918743133545,0.002023041248321533,1,1,1,5,"Failed"
"[[demonstrates]] a vivid imagination and an [[impressive]] [[style]] that result in some [[terrific]] setpieces .","[[demonstrate]] a vivid imagination and an [[remarkable]] [[styling]] that result in some [[excellent]] setpieces .",0.0009624958038330078,0.002044677734375,1,1,1,134,"Failed"
"by its modest , straight-ahead standards , [[undisputed]] scores a direct hit .","by its modest , straight-ahead standards , [[incontrovertible]] scores a direct hit .",0.023149490356445312,0.9564660787582397,1,0,1,11,"Successful"
"its story about a young chinese woman , [[ah]] na , who [[has]] come to new york city to [[replace]] [[past]] tragedy with the american [[dream]] is one that any art-house moviegoer is likely to find [[compelling]] .","its story about a young chinese woman , [[oh]] na , who [[ha]] come to new york city to [[substitute]] [[elapsed]] tragedy with the american [[daydream]] is one that any art-house moviegoer is likely to find [[convincing]] .",0.0009020566940307617,0.005589306354522705,1,1,1,377,"Failed"
"for those who like quirky , [[slightly]] [[strange]] french [[films]] , this is a must !","for those who like quirky , [[marginally]] [[odd]] french [[film]] , this is a must !",0.0035333633422851562,0.05377417802810669,1,1,1,43,"Failed"
"there are so few [[films]] about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .","there are so few [[filmmaking]] about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .",0.09917330741882324,0.54781174659729,1,0,1,10,"Successful"
"[shyamalan] continues to cut a swathe through mainstream hollywood , while [[retaining]] an integrity and [[refusing]] to [[compromise]] his vision .","[shyamalan] continues to cut a swathe through mainstream hollywood , while [[conserve]] an integrity and [[rejects]] to [[compromised]] his vision .",0.0010879039764404297,0.9652726054191589,1,0,1,116,"Successful"
"a whale of a good time for both [[children]] and parents [[seeking]] christian-themed [[fun]] .","a whale of a good time for both [[kids]] and parents [[seek]] christian-themed [[amusing]] .",0.0008983612060546875,0.0010941028594970703,1,1,1,19,"Failed"
"what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .","what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .",0.998327910900116,0.998327910900116,0,0,1,1,"Skipped"
"much [[smarter]] and more [[attentive]] than it first sets out to be .","much [[smart]] and more [[observant]] than it first sets out to be .",0.0017414689064025879,0.0017715096473693848,1,1,1,14,"Failed"
"the [[story]] is [[smart]] and [[entirely]] charming in [[intent]] and execution .","the [[tale]] is [[clever]] and [[altogether]] charming in [[purposes]] and execution .",0.0025620460510253906,0.004196226596832275,1,1,1,127,"Failed"
"a movie of technical [[skill]] and [[rare]] depth of [[intellect]] and feeling .","a movie of technical [[competence]] and [[uncommon]] depth of [[mind]] and feeling .",0.0007600784301757812,0.0010526776313781738,1,1,1,42,"Failed"
"represents a worthy departure from the culture [[clash]] comedies that [[have]] marked an emerging indian [[american]] cinema .","represents a worthy departure from the culture [[skirmish]] comedies that [[ha]] marked an emerging indian [[america]] cinema .",0.0012266039848327637,0.0014330744743347168,1,1,1,28,"Failed"
"doesn't do more than [[expand]] a tv show to movie [[length]] . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .","doesn't do more than [[enlarged]] a tv show to movie [[duration]] . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",0.02506011724472046,0.7712343335151672,1,0,1,153,"Successful"
"if you're [[looking]] for an [[intelligent]] [[movie]] in which you can [[release]] your pent up [[anger]] , enough is just the [[ticket]] you need .","if you're [[searching]] for an [[smarter]] [[movies]] in which you can [[liberated]] your pent up [[rage]] , enough is just the [[tickets]] you need .",0.00379866361618042,0.009712576866149902,1,1,1,185,"Failed"
"a pointed , often [[tender]] , [[examination]] of the pros and cons of [[unconditional]] [[love]] and familial [[duties]] .","a pointed , often [[bidding]] , [[review]] of the pros and cons of [[unqualified]] [[loves]] and familial [[duty]] .",0.0009731054306030273,0.0009226799011230469,1,1,1,177,"Failed"
"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .","as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.9963805079460144,0.9963805079460144,0,0,1,1,"Skipped"
"a comedy-drama of [[nearly]] epic proportions rooted in a [[sincere]] performance by the title [[character]] undergoing midlife crisis .","a comedy-drama of [[almost]] epic proportions rooted in a [[heartfelt]] performance by the title [[nature]] undergoing midlife crisis .",0.0037682652473449707,0.007732689380645752,1,1,1,40,"Failed"
"it's about [[issues]] most [[adults]] [[have]] to [[face]] in [[marriage]] and i think that's what i liked about it -- the [[real]] issues tucked between the silly and crude storyline .","it's about [[matters]] most [[adult]] [[ha]] to [[facing]] in [[wedding]] and i think that's what i liked about it -- the [[actual]] issues tucked between the silly and crude storyline .",0.006564736366271973,0.03583550453186035,1,1,1,101,"Failed"
"[[elegantly]] produced and expressively performed , the six musical [[numbers]] crystallize [[key]] plot moments into minutely [[detailed]] [[wonders]] of dreamlike ecstasy .","[[neatly]] produced and expressively performed , the six musical [[figures]] crystallize [[essentials]] plot moments into minutely [[careful]] [[honeys]] of dreamlike ecstasy .",0.00039070844650268555,0.000599980354309082,1,1,1,97,"Failed"
"[[enriched]] by a strong and unforced supporting cast .","[[enrich]] by a strong and unforced supporting cast .",0.0014019608497619629,0.0014519095420837402,1,1,1,5,"Failed"
"writer/ director m . [[night]] shyamalan's [[ability]] to [[pull]] together [[easily]] [[accessible]] [[stories]] that [[resonate]] with profundity is undeniable .","writer/ director m . [[nighttime]] shyamalan's [[proficiency]] to [[pulling]] together [[readily]] [[approachable]] [[story]] that [[resound]] with profundity is undeniable .",0.0006344914436340332,0.0008285045623779297,1,1,1,161,"Failed"
"if you can [[keep]] your eyes [[open]] [[amid]] all the blood and gore , you'll [[see]] del toro has brought [[unexpected]] gravity to blade ii .","if you can [[maintain]] your eyes [[opened]] [[amidst]] all the blood and gore , you'll [[behold]] del toro has brought [[unannounced]] gravity to blade ii .",0.003213047981262207,0.029526591300964355,1,1,1,82,"Failed"
"not a [[strike]] against yang's [[similarly]] themed yi yi , but i [[found]] what time ? to be more [[engaging]] on an [[emotional]] level , funnier , and on the whole less detached .","not a [[struck]] against yang's [[likewise]] themed yi yi , but i [[unearthed]] what time ? to be more [[engage]] on an [[sentimental]] level , funnier , and on the whole less detached .",0.014177501201629639,0.3389652371406555,1,1,1,81,"Failed"
"a [[breathtaking]] adventure for all [[ages]] , spirit tells its poignant and uplifting story in a [[stunning]] [[fusion]] of music and [[images]] .","a [[astonishing]] adventure for all [[centuries]] , spirit tells its poignant and uplifting story in a [[surprising]] [[merger]] of music and [[image]] .",0.0003928542137145996,0.0004705190658569336,1,1,1,246,"Failed"
"a [[charming]] and funny story of clashing [[cultures]] and a clashing [[mother]]/[[daughter]] [[relationship]] .","a [[adorable]] and funny story of clashing [[civilizations]] and a clashing [[mama]]/[[girl]] [[relations]] .",0.0010119080543518066,0.0008003115653991699,1,1,1,134,"Failed"
"never lets go your emotions , taking them to [[surprising]] highs , sorrowful lows and [[hidden]] impulsive niches . . . [[gorgeous]] , [[passionate]] , and at times [[uncommonly]] moving .","never lets go your emotions , taking them to [[astonishing]] highs , sorrowful lows and [[disguised]] impulsive niches . . . [[lovely]] , [[enthusiastic]] , and at times [[unusually]] moving .",0.0013290643692016602,0.0036760568618774414,1,1,1,348,"Failed"
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,0.9974950551986694,0.9974950551986694,0,0,1,1,"Skipped"
"[washington's] strong hand , [[keen]] eye , sweet spirit and good [[taste]] are reflected in almost every scene .","[washington's] strong hand , [[impatient]] eye , sweet spirit and good [[tasting]] are reflected in almost every scene .",0.002971351146697998,0.0045122504234313965,1,1,1,8,"Failed"
"shiner can certainly go the distance , but isn't world championship material","shiner can certainly go the distance , but isn't world championship material",0.9984419345855713,0.9984419345855713,0,0,1,1,"Skipped"
"the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality .","the film's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards to homosexuality .",0.9974548816680908,0.9974548816680908,0,0,1,1,"Skipped"
". . . a [[quietly]] introspective portrait of the self-esteem of employment and the [[shame]] of losing a [[job]] . . .",". . . a [[discretely]] introspective portrait of the self-esteem of employment and the [[ignominy]] of losing a [[jobs]] . . .",0.0010603070259094238,0.0009268522262573242,1,1,1,20,"Failed"
"affable if not [[timeless]] , like mike raises some worthwhile [[themes]] while [[delivering]] a [[wholesome]] fantasy for [[kids]] .","affable if not [[eternal]] , like mike raises some worthwhile [[theme]] while [[providing]] a [[healthier]] fantasy for [[children]] .",0.0009120702743530273,0.22983908653259277,1,1,1,96,"Failed"
"a [[film]] of delicate interpersonal [[dances]] . caine makes us watch as his [[character]] [[awakens]] to the [[notion]] that to be human is [[eventually]] to have to [[choose]] . it's a sight to [[behold]] .","a [[movies]] of delicate interpersonal [[dancing]] . caine makes us watch as his [[characters]] [[stirs]] to the [[concept]] that to be human is [[ultimately]] to have to [[opted]] . it's a sight to [[see]] .",0.0005478262901306152,0.0008649230003356934,1,1,1,302,"Failed"
"it's an unusual , [[thoughtful]] bio-drama with a [[rich]] [[subject]] and some [[fantastic]] moments and scenes .","it's an unusual , [[considerate]] bio-drama with a [[wealthy]] [[subjected]] and some [[excellent]] moments and scenes .",0.0003647804260253906,0.0006102323532104492,1,1,1,93,"Failed"
"saved from being merely way-cool by a basic , credible compassion .","saved from being merely way-cool by a basic , credible compassion .",0.8374590277671814,0.8374590277671814,0,0,1,1,"Skipped"
"the increasingly [[diverse]] french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .","the increasingly [[differing]] french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",0.0007483363151550293,0.864405632019043,1,0,1,29,"Successful"
"gangs , [[despite]] the [[gravity]] of its [[subject]] matter , is often as [[fun]] to watch as a good spaghetti western .","gangs , [[notwithstanding]] the [[seriousness]] of its [[subjected]] matter , is often as [[amusing]] to watch as a good spaghetti western .",0.011131644248962402,0.019076108932495117,1,1,1,38,"Failed"
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery","peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0.9710668325424194,0.9710668325424194,0,0,1,1,"Skipped"
"there has to be a few advantages to never [[growing]] old . like being able to hit on a 15-year old when you're over 100 .","there has to be a few advantages to never [[increase]] old . like being able to hit on a 15-year old when you're over 100 .",0.19130897521972656,0.9404090642929077,1,0,1,10,"Successful"
"[[ice]] age won't [[drop]] your jaw , but it will [[warm]] your heart , and i'm giving it a strong thumbs up .","[[icing]] age won't [[slumps]] your jaw , but it will [[warming]] your heart , and i'm giving it a strong thumbs up .",0.0024992823600769043,0.002720355987548828,1,1,1,28,"Failed"
